Tm,Unnamed: 0,Year,Player,Pos,Age,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DET,11441,1994.0,Pete Chilcutt,PF,25.0,30.0,0.0,391.0,10.5,0.457,0.11699999999999999,0.10800000000000001,8.1,20.4,14.2,5.7,1.3,1.8,12.5,16.1,,-0.1,0.3,0.2,0.025,,-4.2,-0.4,-4.6,-0.3,51.0,120.0,0.425,3.0,14.0,0.214,48.0,106.0,0.45299999999999996,0.43799999999999994,10.0,13.0,0.769,29.0,71.0,100.0,15.0,10.0,11.0,18.0,48.0,115.0
SAC,11440,1994.0,Pete Chilcutt,PF,25.0,69.0,24.0,974.0,13.6,0.502,0.008,0.159,11.0,19.6,15.2,11.8,2.2,1.8,13.8,20.2,,0.3,1.1,1.3,0.063,,-1.8,1.4,-0.4,0.4,165.0,340.0,0.485,2.0,2.0,1.0,165.0,340.0,0.485,0.485,32.0,52.0,0.821,100.0,171.0,271.0,71.0,43.0,28.0,56.0,116.0,362.0
HOU,12367,1996.0,Pete Chilcutt,PF,27.0,74.0,17.0,1347.0,12.5,0.525,0.547,0.145,9.5,17.8,13.6,7.1,1.5,2.2,15.0,14.7,,0.6,1.4,2.1,0.10099999999999999,,-1.0,0.6,-1.6,0.2,146.0,328.0,0.445,37.0,98.0,0.40700000000000003,111.0,242.0,0.45899999999999996,0.511,31.0,42.0,0.738,106.0,211.0,317.0,66.0,25.0,43.0,61.0,117.0,358.0
VAN,14047,1999.0,Pete Chilcutt,PF,30.0,82.0,1.0,1420.0,14.5,0.526,0.418,0.16399999999999998,11.6,18.5,13.7,11.8,2.1,2.0,13.9,14.2,,1.2,0.8,2.0,0.08,,-0.2,0.0,-0.3,0.5,156.0,359.0,0.436,54.0,130.0,0.415,102.0,229.0,0.49,0.512,39.0,59.0,0.8240000000000001,77.0,229.0,306.0,104.0,53.0,37.0,62.0,158.0,405.0
CLE,14563,2000.0,Pete Chilcutt,PF,31.0,6.0,0.0,30.0,4.4,0.0,0.0,0.0,14.7,18.8,16.8,4.4,0.0,0.0,0.0,2.9,,0.0,0.0,0.0,0.037000000000000005,,-5.2,0.3,-4.9,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,4.0,5.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0
LAC,14564,2000.0,Pete Chilcutt,PF,31.0,24.0,2.0,347.0,11.3,0.556,0.254,0.095,8.4,17.3,12.7,7.2,1.5,1.2,14.4,9.8,,0.4,0.1,0.5,0.07400000000000001,,-1.6,-0.4,-2.0,0.0,31.0,63.0,0.49200000000000005,5.0,16.0,0.313,26.0,47.0,0.5529999999999999,0.532,6.0,6.0,1.0,27.0,52.0,79.0,16.0,10.0,6.0,11.0,39.0,73.0
TOT,14561,2000.0,Pete Chilcutt,PF,31.0,76.0,24.0,1365.0,12.7,0.47200000000000003,0.205,0.145,10.1,19.8,14.9,9.7,1.9,1.8,13.4,17.2,,0.2,1.4,1.5,0.052000000000000005,,-2.5,0.9,-1.6,0.1,203.0,448.0,0.45299999999999996,6.0,26.0,0.231,200.0,433.0,0.465,0.456,41.0,65.0,1.0,129.0,242.0,371.0,86.0,53.0,39.0,74.0,164.0,450.0
UTA,14562,2000.0,Pete Chilcutt,PF,31.0,26.0,0.0,224.0,5.7,0.374,0.161,0.032,8.3,14.9,11.7,6.9,1.2,1.4,12.5,14.8,,-0.2,0.2,0.0,0.005,,-4.4,0.1,-4.3,-0.1,22.0,62.0,0.355,1.0,10.0,0.1,21.0,52.0,0.40399999999999997,0.363,2.0,2.0,1.0,15.0,28.0,43.0,10.0,5.0,4.0,9.0,31.0,47.0
