Tm,Unnamed: 0,Year,Player,Pos,Age,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
LAC,16933,2004.0,Quentin Richardson,SG,23.0,81.0,64.0,2338.0,17.4,0.534,0.377,0.301,9.1,15.1,11.6,11.2,1.9,0.7,10.9,24.6,,4.0,1.6,5.6,0.125,,2.9,-1.6,1.4,1.8,425.0,1068.0,0.442,133.0,349.0,0.381,305.0,727.0,0.48700000000000004,0.504,151.0,204.0,0.765,146.0,268.0,414.0,139.0,78.0,21.0,141.0,142.0,1121.0
PHO,17511,2005.0,Quentin Richardson,SG,24.0,79.0,78.0,2839.0,13.6,0.522,0.604,0.17600000000000002,3.6,13.9,9.0,7.9,1.7,0.6,8.3,18.9,,3.3,2.5,5.8,0.098,,2.0,-0.1,1.9,2.8,407.0,1045.0,0.389,226.0,631.0,0.358,181.0,414.0,0.43700000000000006,0.498,136.0,184.0,0.7390000000000001,91.0,388.0,479.0,158.0,96.0,27.0,102.0,197.0,1176.0
MIA,20377,2010.0,Quentin Richardson,SF,29.0,76.0,75.0,2082.0,12.9,0.5720000000000001,0.638,0.127,3.6,17.4,10.6,7.0,1.8,0.7,9.5,14.8,,2.7,3.1,5.8,0.133,,1.1,0.9,2.0,2.1,242.0,561.0,0.431,142.0,358.0,0.397,100.0,203.0,0.493,0.5579999999999999,52.0,71.0,0.732,64.0,310.0,374.0,93.0,70.0,18.0,62.0,169.0,678.0
ORL,21540,2012.0,Quentin Richardson,SF,31.0,57.0,19.0,955.0,8.7,0.511,0.614,0.17300000000000001,4.9,16.6,10.9,7.0,1.7,0.5,12.1,14.9,,0.4,1.5,1.3,0.07,,-1.6,0.8,-1.2,0.2,87.0,255.0,0.376,42.0,146.0,0.34700000000000003,45.0,109.0,0.42100000000000004,0.48200000000000004,33.0,44.0,0.833,39.0,139.0,178.0,38.0,28.0,6.0,33.0,74.0,249.0
NYK,22116,2013.0,Quentin Richardson,SG,32.0,72.0,65.0,1894.0,14.3,0.532,0.493,0.22,19.5,20.9,20.2,11.4,1.4,0.6,14.4,22.4,,2.2,1.3,3.5,0.10400000000000001,,1.3,-0.3,0.9,1.2,262.0,667.0,0.418,120.0,329.0,0.376,142.0,341.0,0.456,0.507,89.0,120.0,1.0,71.0,287.0,352.0,117.0,47.0,15.0,74.0,153.0,733.0
