Tm,Unnamed: 0,Year,Player,Pos,Age,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
HOU,19325,2008.0,Loren Woods,C,29.0,7.0,0.0,17.0,13.4,0.6,0.0,0.0,0.0,6.5,3.3,20.1,0.0,0.0,0.0,13.4,,0.0,0.0,0.1,0.179,,-1.3,-3.2,-4.5,0.0,3.0,5.0,0.6,0.0,0.0,,3.0,5.0,0.6,0.6,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,6.0
MIA,17068,2004.0,Loren Woods,C,25.0,38.0,2.0,506.0,12.3,0.503,0.0,0.573,14.8,16.1,15.4,3.3,1.2,3.0,17.8,13.6,,0.4,0.6,1.1,0.1,,-2.9,0.5,-2.4,-0.1,44.0,96.0,0.45799999999999996,0.0,0.0,,44.0,96.0,0.45799999999999996,0.45799999999999996,33.0,55.0,0.6,65.0,69.0,134.0,10.0,11.0,19.0,26.0,52.0,121.0
MIN,16483,2003.0,Loren Woods,C,24.0,60.0,11.0,516.0,9.9,0.455,0.039,0.625,10.4,21.3,15.2,7.5,1.7,4.9,22.7,14.2,,-0.1,0.7,0.5,0.048,,-4.4,2.5,-1.9,0.0,33.0,96.0,0.382,1.0,3.0,0.33299999999999996,33.0,94.0,0.384,0.38799999999999996,44.0,60.0,0.778,46.0,76.0,122.0,22.0,17.0,34.0,36.0,60.0,110.0
TOR,18215,2006.0,Loren Woods,C,27.0,45.0,30.0,712.0,12.3,0.47600000000000003,0.017,0.36,15.9,26.0,20.8,3.7,1.5,5.6,19.7,14.6,,0.1,0.7,0.7,0.064,,-3.9,1.0,-2.9,-0.1,71.0,164.0,0.475,0.0,1.0,0.0,71.0,163.0,0.483,0.475,34.0,59.0,0.5760000000000001,81.0,139.0,220.0,17.0,9.0,39.0,37.0,78.0,176.0
