Tm,Unnamed: 0,Year,Player,Pos,Age,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
BOS,2025,1964.0,Johnny McCarthy,PG,29.0,28.0,,206.0,4.8,0.344,,0.271,,,,,,,,,,-0.3,0.5,0.2,0.055999999999999994,,,,,,16.0,48.0,0.33299999999999996,,,,16.0,48.0,0.33299999999999996,0.33299999999999996,5.0,13.0,0.385,,,35.0,24.0,,,,42.0,37.0
CIN,1415,1959.0,Johnny McCarthy,PG,24.0,47.0,,1827.0,10.5,0.413,,0.265,,,,,,,,,,-0.1,0.6,0.5,0.013999999999999999,,,,,,245.0,657.0,0.373,,,,245.0,657.0,0.373,0.373,116.0,174.0,0.667,,,227.0,225.0,,,,158.0,606.0
ROC,1186,1957.0,Johnny McCarthy,PG,22.0,72.0,,1560.0,10.4,0.43700000000000006,,0.42,,,,,,,,,,0.9,1.7,2.6,0.081,,,,,,173.0,460.0,0.376,,,,173.0,460.0,0.376,0.376,130.0,193.0,0.674,,,201.0,107.0,,,,130.0,476.0
STL,1759,1962.0,Johnny McCarthy,SG,27.0,79.0,,2519.0,8.3,0.387,,0.37,,,,,,,,,,-0.6,3.4,1.9,0.036000000000000004,,,,,,266.0,746.0,0.35700000000000004,,,,266.0,746.0,0.35700000000000004,0.35700000000000004,149.0,226.0,0.659,,,325.0,430.0,,,,272.0,654.0
