Tm,Unnamed: 0,Year,Player,Pos,Age,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ATL,5283,1978.0,Tony Robertson,SG,22.0,63.0,,929.0,10.6,0.461,,0.139,1.7,6.7,4.1,16.8,3.7,0.3,17.9,21.3,,-0.7,1.2,0.5,0.024,,-2.8,-0.3,-3.1,-0.3,168.0,381.0,0.441,,,,168.0,381.0,0.441,0.441,37.0,53.0,0.698,15.0,55.0,70.0,103.0,74.0,5.0,88.0,133.0,373.0
GSW,5632,1979.0,Tony Robertson,SG,23.0,12.0,,74.0,10.7,0.409,,0.225,8.7,5.8,7.3,7.6,5.1,0.0,15.4,28.4,,-0.2,0.1,0.0,-0.027000000000000003,,-4.3,-0.2,-4.5,0.0,15.0,40.0,0.375,,,,15.0,40.0,0.375,0.375,6.0,9.0,0.667,6.0,4.0,10.0,4.0,8.0,0.0,8.0,10.0,36.0
