Tm,Unnamed: 0,Year,Player,Pos,Age,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DEN,5103,1978.0,Jacky Dorsey,SF,23.0,7.0,,37.0,9.2,0.317,,0.41700000000000004,14.4,40.2,27.7,6.6,2.4,2.7,17.4,17.8,,-0.1,0.1,0.0,0.02,,-7.3,0.9,-6.4,0.0,3.0,12.0,0.25,,,,3.0,12.0,0.25,0.25,3.0,5.0,0.6,5.0,15.0,20.0,2.0,2.0,2.0,3.0,9.0,9.0
POR,5104,1978.0,Jacky Dorsey,SF,23.0,4.0,,51.0,14.4,0.524,,0.579,12.5,8.0,10.2,8.1,0.0,1.1,11.2,20.8,,0.1,0.0,0.2,0.145,,0.6,-2.8,-2.1,0.0,9.0,19.0,0.474,,,,9.0,19.0,0.474,0.474,7.0,11.0,0.636,6.0,4.0,10.0,3.0,0.0,1.0,3.0,8.0,25.0
TOT,5102,1978.0,Jacky Dorsey,SF,23.0,11.0,,88.0,12.2,0.447,,0.516,13.3,21.5,17.6,7.5,1.0,1.8,13.6,19.5,,0.0,0.1,0.2,0.092,,-2.7,-1.2,-3.9,0.0,12.0,31.0,0.387,,,,12.0,31.0,0.387,0.387,10.0,16.0,0.625,11.0,19.0,30.0,5.0,2.0,3.0,6.0,17.0,34.0
HOU,5467,1979.0,Jacky Dorsey,SF,24.0,20.0,,108.0,12.5,0.56,,0.37200000000000005,12.3,10.9,11.6,2.6,0.4,1.0,13.8,21.2,,0.1,0.0,0.2,0.076,,-0.7,-4.3,-5.0,-0.1,24.0,43.0,0.5579999999999999,,,,24.0,43.0,0.5579999999999999,0.5579999999999999,8.0,16.0,0.5,12.0,11.0,23.0,2.0,1.0,2.0,8.0,25.0,56.0
SEA,6164,1981.0,Jacky Dorsey,SF,26.0,29.0,,253.0,5.4,0.327,0.0,0.35700000000000004,10.2,27.6,19.1,4.6,1.7,0.2,14.7,15.3,,-0.5,0.4,-0.1,-0.01,,-7.1,-0.3,-7.5,-0.4,20.0,70.0,0.28600000000000003,0.0,0.0,,20.0,70.0,0.28600000000000003,0.28600000000000003,13.0,25.0,0.52,23.0,65.0,88.0,9.0,9.0,1.0,14.0,47.0,53.0
