Tm,Unnamed: 0,Year,Player,Pos,Age,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
HOU,5966,1980.0,Paul Mokeski,C,23.0,12.0,,113.0,4.4,0.392,0.0,0.273,13.3,15.1,14.2,2.2,0.4,3.0,21.3,16.4,,-0.2,0.1,-0.1,-0.040999999999999995,,-6.1,-1.6,-7.7,-0.2,11.0,33.0,0.33299999999999996,0.0,0.0,,11.0,33.0,0.33299999999999996,0.33299999999999996,7.0,9.0,0.778,14.0,15.0,29.0,2.0,1.0,6.0,10.0,24.0,29.0
DET,6692,1982.0,Paul Mokeski,C,25.0,80.0,3.0,1815.0,10.3,0.52,0.009000000000000001,0.43700000000000006,8.5,18.8,13.4,10.7,1.1,2.4,23.7,15.7,,-0.3,2.1,1.7,0.046,,-3.0,1.3,-1.7,0.1,224.0,458.0,0.489,0.0,1.0,0.0,224.0,457.0,0.49,0.489,120.0,200.0,0.758,141.0,277.0,418.0,135.0,38.0,73.0,160.0,267.0,568.0
TOT,7063,1983.0,Paul Mokeski,C,26.0,73.0,19.0,1128.0,8.7,0.49700000000000005,0.016,0.326,7.6,19.9,13.3,5.8,1.8,2.6,19.9,13.2,,0.0,1.4,1.4,0.06,,-3.6,1.4,-2.5,-0.1,119.0,260.0,0.45799999999999996,0.0,3.0,0.0,119.0,259.0,0.45899999999999996,0.45799999999999996,50.0,68.0,0.762,76.0,184.0,260.0,49.0,33.0,44.0,67.0,223.0,288.0
MIL,9359,1989.0,Paul Mokeski,C,32.0,79.0,6.0,1586.0,10.1,0.521,0.159,0.496,10.4,21.8,15.7,8.1,2.0,2.0,20.3,14.6,,0.7,2.6,3.4,0.102,,-2.6,1.5,-1.4,0.3,205.0,429.0,0.479,7.0,26.0,0.33299999999999996,205.0,427.0,0.485,0.48100000000000004,81.0,116.0,0.81,107.0,303.0,410.0,99.0,29.0,35.0,85.0,266.0,491.0
CLE,9821,1990.0,Paul Mokeski,C,33.0,38.0,18.0,539.0,11.1,0.488,0.024,0.366,9.7,21.6,14.6,6.7,2.8,2.8,16.9,18.5,,0.1,0.6,0.6,0.066,,-2.8,1.8,-1.1,0.1,63.0,150.0,0.455,0.0,2.0,0.0,63.0,149.0,0.455,0.455,25.0,36.0,0.767,47.0,91.0,138.0,26.0,20.0,23.0,27.0,85.0,151.0
GSW,10276,1991.0,Paul Mokeski,C,34.0,36.0,1.0,257.0,6.6,0.434,0.153,0.254,8.6,20.1,14.4,4.3,1.4,0.7,9.6,11.3,,0.1,0.2,0.3,0.055999999999999994,,-3.6,-0.9,-4.4,-0.2,21.0,59.0,0.35600000000000004,3.0,9.0,0.33299999999999996,18.0,50.0,0.36,0.381,12.0,15.0,0.8,20.0,47.0,67.0,9.0,8.0,3.0,7.0,58.0,57.0
