Tm,Unnamed: 0,Year,Player,Pos,Age,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
BOS,6600,1982.0,Tracy Jackson,SG,22.0,11.0,0.0,66.0,9.8,0.428,0.0,0.385,12.0,8.1,10.0,9.8,2.2,0.0,16.5,22.1,,-0.1,0.1,0.0,0.012,,-3.2,-0.9,-4.1,0.0,10.0,26.0,0.385,0.0,0.0,,10.0,26.0,0.385,0.385,6.0,10.0,0.6,7.0,5.0,12.0,5.0,3.0,0.0,6.0,5.0,26.0
CHI,6972,1983.0,Tracy Jackson,SG,23.0,78.0,3.0,1309.0,12.2,0.521,0.031,0.29600000000000004,8.1,7.5,7.3,10.9,2.2,0.4,14.7,18.4,,1.0,0.7,1.7,0.081,,-0.8,-0.9,-1.7,0.1,199.0,426.0,0.473,2.0,13.0,0.154,197.0,413.0,0.47700000000000004,0.473,92.0,126.0,0.821,87.0,92.0,179.0,105.0,64.0,11.0,83.0,132.0,492.0
IND,7340,1984.0,Tracy Jackson,SG,24.0,2.0,0.0,10.0,7.7,0.521,0.0,1.0,11.1,0.0,5.5,0.0,0.0,0.0,14.8,27.9,,0.0,0.0,0.0,0.057,,-5.0,-8.2,-13.2,0.0,1.0,4.0,0.25,0.0,0.0,,1.0,4.0,0.25,0.25,4.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0
TOT,6599,1982.0,Tracy Jackson,SG,22.0,49.0,0.0,478.0,11.8,0.506,0.0,0.285,8.6,6.4,7.4,8.1,1.4,0.3,11.0,18.9,,0.4,0.3,0.7,0.07200000000000001,,-1.2,-2.3,-3.5,-0.2,79.0,172.0,0.45899999999999996,0.0,0.0,,79.0,172.0,0.45899999999999996,0.45899999999999996,38.0,49.0,0.7759999999999999,35.0,28.0,63.0,27.0,14.0,3.0,24.0,48.0,196.0
