Tm,Unnamed: 0,Year,Player,Pos,Age,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ATL,12847,1997.0,Derrick Alston,C,24.0,2.0,0.0,11.0,-9.0,0.0,0.0,0.4,33.3,10.6,21.7,0.0,0.0,0.0,0.0,25.2,,-0.1,0.0,-0.1,-0.415,,-17.5,-10.3,-27.8,-0.1,0.0,5.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
PHI,12298,1996.0,Derrick Alston,C,23.0,73.0,41.0,1614.0,11.8,0.518,0.016,0.465,11.0,13.8,12.4,6.5,2.0,2.5,14.6,15.7,,1.0,1.0,1.7,0.052000000000000005,,-2.2,0.5,-1.8,0.1,198.0,387.0,0.512,1.0,4.0,0.33299999999999996,197.0,384.0,0.513,0.513,59.0,120.0,0.49200000000000005,127.0,175.0,302.0,61.0,56.0,52.0,59.0,191.0,452.0
