Tm,Unnamed: 0,Year,Player,Pos,Age,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
WSB,12355,1996.0,Mitchell Butler,SG,25.0,76.0,19.0,1554.0,13.0,0.521,0.278,0.431,9.2,12.0,10.0,11.1,2.4,1.0,20.1,19.6,,0.7,1.0,1.1,0.04,,-1.2,0.5,-2.5,-0.2,214.0,508.0,0.495,46.0,141.0,0.326,207.0,413.0,0.501,0.495,123.0,185.0,0.665,106.0,127.0,225.0,91.0,61.0,20.0,106.0,155.0,597.0
CLE,14027,1999.0,Mitchell Butler,SG,28.0,31.0,1.0,418.0,12.6,0.5489999999999999,0.209,0.23,4.0,9.4,6.7,13.7,2.1,0.8,15.9,21.2,,0.1,0.3,0.5,0.053,,-1.0,0.6,-2.5,0.0,67.0,139.0,0.48200000000000004,11.0,29.0,0.379,56.0,110.0,0.509,0.522,23.0,32.0,0.7190000000000001,13.0,31.0,44.0,22.0,15.0,4.0,29.0,41.0,168.0
POR,15586,2002.0,Mitchell Butler,SG,31.0,49.0,1.0,465.0,9.4,0.513,0.312,0.522,7.7,10.6,9.1,10.0,1.5,0.8,15.5,16.9,,0.1,0.5,0.6,0.063,,-2.3,-1.1,-3.4,-0.1,52.0,125.0,0.435,12.0,39.0,0.33299999999999996,40.0,86.0,0.465,0.46399999999999997,32.0,50.0,0.667,19.0,34.0,53.0,30.0,13.0,2.0,27.0,55.0,148.0
WAS,16580,2004.0,Mitchell Butler,SG,33.0,41.0,4.0,552.0,9.3,0.498,0.242,0.19399999999999998,4.7,9.8,7.2,9.7,2.1,0.5,15.1,12.7,,0.2,0.3,0.5,0.048,,-2.3,-0.7,-3.0,-0.1,54.0,124.0,0.435,11.0,30.0,0.36700000000000005,43.0,94.0,0.457,0.48,15.0,24.0,0.625,24.0,47.0,71.0,32.0,22.0,4.0,24.0,54.0,134.0
