Tm,Unnamed: 0,Year,Player,Pos,Age,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
BLB,855,1954.0,Eddie Miller,C,22.0,72.0,,1858.0,21.3,0.486,,0.528,,,,,,,,,,4.2,0.6,4.9,0.141,,,,,,258.0,725.0,0.40700000000000003,,,,258.0,725.0,0.40700000000000003,0.40700000000000003,231.0,317.0,0.7290000000000001,,,609.0,109.0,,,,224.0,719.0
MLH,719,1953.0,Eddie Miller,C,21.0,10.0,,160.0,9.4,0.307,,0.304,,,,,,,,,,-0.5,0.3,-0.2,-0.061,,,,,,15.0,56.0,0.268,,,,15.0,56.0,0.268,0.268,9.0,17.0,0.529,,,60.0,6.0,,,,26.0,39.0
TOT,718,1953.0,Eddie Miller,C,21.0,70.0,,2018.0,15.4,0.40399999999999997,,0.36700000000000005,,,,,,,,,,-0.7,0.9,0.2,0.005,,,,,,273.0,781.0,0.35,,,,273.0,781.0,0.35,0.35,187.0,287.0,0.652,,,669.0,115.0,,,,250.0,733.0
