Tm,Unnamed: 0,Year,Player,Pos,Age,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
BUF,4751,1977.0,Fred Foster,SF,30.0,59.0,,689.0,7.7,0.428,,0.17800000000000002,4.8,6.3,5.6,9.8,1.0,0.0,,,,-0.4,0.2,-0.2,-0.017,,-4.7,-2.5,-7.2,-0.9,99.0,247.0,0.401,,,,99.0,247.0,0.401,0.401,30.0,44.0,0.682,33.0,43.0,76.0,48.0,16.0,0.0,,92.0,228.0
CIN,3141,1971.0,Fred Foster,SF,24.0,74.0,,2077.0,12.4,0.485,,0.375,,,8.6,9.6,,,,,,0.8,1.3,2.1,0.048,,,,,,461.0,1026.0,0.449,,,,461.0,1026.0,0.449,0.449,176.0,243.0,0.7240000000000001,,,310.0,107.0,,,,209.0,1098.0
CLE,4188,1975.0,Fred Foster,SF,28.0,73.0,,1136.0,12.1,0.446,,0.222,6.4,10.9,8.5,13.8,1.4,0.5,,,,0.0,0.4,0.4,0.026000000000000002,,-1.8,-2.0,-4.2,-0.4,217.0,521.0,0.41700000000000004,,,,217.0,521.0,0.41700000000000004,0.41700000000000004,69.0,97.0,0.8440000000000001,56.0,65.0,110.0,103.0,22.0,6.0,,130.0,503.0
DET,3654,1973.0,Fred Foster,SF,26.0,63.0,,1460.0,8.1,0.41100000000000003,,0.139,,,6.1,8.5,,,,,,-1.8,0.9,-0.9,-0.031,,,,,,243.0,627.0,0.38799999999999996,,,,243.0,627.0,0.38799999999999996,0.38799999999999996,61.0,87.0,0.701,,,183.0,94.0,,,,150.0,547.0
PHI,3381,1972.0,Fred Foster,SF,25.0,74.0,,1699.0,12.2,0.466,,0.29,,,7.4,9.2,,,,,,0.0,1.1,1.1,0.031,,,,,,347.0,837.0,0.415,,,,347.0,837.0,0.415,0.415,185.0,243.0,0.7609999999999999,,,276.0,90.0,,,,184.0,879.0
TOT,3140,1971.0,Fred Foster,SF,24.0,67.0,,909.0,9.6,0.445,,0.28800000000000003,,,7.5,8.9,,,,,,-0.4,0.8,0.4,0.022000000000000002,,,,,,148.0,368.0,0.402,,,,148.0,368.0,0.402,0.402,73.0,106.0,0.6890000000000001,,,151.0,61.0,,,,115.0,369.0
